SAO PAULO-SP,355030 ,ANASTACIO-MS,500070 ,"1.004,2"
SAO PAULO-SP,355030 ,ANAURILANDIA-MS,500080 ,"640,6"
SAO PAULO-SP,355030 ,ANCHIETA-ES,320040 ,"688,4"
SAO PAULO-SP,355030 ,ANCHIETA-SC,420080 ,"752,3"
SAO PAULO-SP,355030 ,ANDARAI-BA,290130 ,"1.317,8"
SAO PAULO-SP,355030 ,ANDIRA-PR,410110 ,"370,6"
SAO PAULO-SP,355030 ,ANDRADAS-MG,310260 ,"162,9"
SAO PAULO-SP,355030 ,ANDRADINA-SP,350210 ,"569,2"
SAO PAULO-SP,355030 ,ANDRE DA ROCHA-RS,430066 ,"751,1"
SAO PAULO-SP,355030 ,ANDRELANDIA-MG,310280 ,"311,1"
SAO PAULO-SP,355030 ,ANGATUBA-SP,350220 ,"181,0"
SAO PAULO-SP,355030 ,ANGELICA-MS,500085 ,"746,6"
SAO PAULO-SP,355030 ,ANGICAL-BA,290140 ,"1.298,0"
SAO PAULO-SP,355030 ,ANGICOS-RN,240080 ,"2.259,2"
SAO PAULO-SP,355030 ,ANGRA DOS REIS-RJ,330010 ,"244,2"
SAO PAULO-SP,355030 ,ANHEMBI-SP,350230 ,"173,5"
SAO PAULO-SP,355030 ,ANHUMAS-SP,350240 ,"505,6"
SAO PAULO-SP,355030 ,ANICUNS-GO,520130 ,"859,1"
SAO PAULO-SP,355030 ,ANISIO DE ABREU-PI,220070 ,"1.640,4"
SAO PAULO-SP,355030 ,ANTAS-BA,290160 ,"1.706,4"
SAO PAULO-SP,355030 ,ANTONINA-PR,410120 ,"298,6"
SAO PAULO-SP,355030 ,ANTONIO DIAS-MG,310300 ,"581,4"
SAO PAULO-SP,355030 ,ANTONIO JOAO-MS,500090 ,"965,5"
SAO PAULO-SP,355030 ,APARECIDA DE GOIANIA-GO,520140 ,"794,4"
SAO PAULO-SP,355030 ,APARECIDA DO RIO DOCE-GO,520145 ,"747,5"
SAO PAULO-SP,355030 ,APARECIDA DO RIO NEGRO-TO,170110 ,"1.517,8"
SAO PAULO-SP,355030 ,APARECIDA DO TABOADO-MS,500100 ,"598,6"
SAO PAULO-SP,355030 ,APARECIDA D`OESTE-SP,350260 ,"555,9"
SAO PAULO-SP,355030 ,APARECIDA-SP,350250 ,"162,7"
SAO PAULO-SP,355030 ,APIACA-ES,320050 ,"584,7"
SAO PAULO-SP,355030 ,APIAI-SP,350270 ,"248,9"
SAO PAULO-SP,355030 ,APODI-RN,240100 ,"2.202,1"
SAO PAULO-SP,355030 ,APORA-BA,290190 ,"1.600,8"
SAO PAULO-SP,355030 ,APUAREMA-BA,290195 ,"1.297,3"
